Brand Name,Parent Company,Type of Product,Type of Material,Layers,Total Count,City,Provinces,Time of Audit,Specifics of Audit
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PET,SINGLE LAYER,8,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PET,SINGLE LAYER,14,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PP,SINGLE LAYER,3,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
MAXI,CV MITRA INTI JAYA,FOOD PACKAGING,PP,SINGLE LAYER,1,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
CRYSTALLINE,ORANG TUA,FOOD PACKAGING,PP,SINGLE LAYER,18,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
TEH GELAS,ORANG TUA,FOOD PACKAGING,PP,SINGLE LAYER,4,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
ALE-ALE,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,1,KENDARI,SOUTHEAST SULAWESI,2023-09-17,COAST/SHORELINE
